ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE_PARENT,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,VARIETE,VIGUEUR,DEFAUT,INTITULEPROTECTIONPLU_L 1231,INTITULEPROTECTIONPLU_L 1231.7,INTITULEPROTECTIONPLU_ebc,INTITULEPROTECTIONPLU_valeur manquante,RAISONDEPLANTATION_Nouveau,RAISONDEPLANTATION_Remplacement,RAISONDEPLANTATION_valeur manquante,remarquesclusterisées,SOUS_CATEGORIE_DESC_Arbre de voirie,SOUS_CATEGORIE_DESC_Arbre denceintes fermées,cluster,SOUS_CATEGORIE_DESC_Arbre despaces ouverts,SOUS_CATEGORIE_DESC_Bois semi naturel,TYPEIMPLANTATIONPLU_Alignement,TYPEIMPLANTATIONPLU_Groupé,TYPEIMPLANTATIONPLU_Isolé,TYPEIMPLANTATIONPLU_Périmètre,TYPEIMPLANTATIONPLU_valeur manquante
2004,2015.0,2017.0,318,2,220,3,8,1,4,2,0,15,0,89,3.0,0,False,False,False,True,False,False,True,0,False,False,87,True,False,False,False,False,False,True
2004,2015.0,2018.0,390,3,30,3,1,2,4,2,0,12,1,89,3.0,1,False,False,False,True,False,False,True,0,False,False,264,True,False,False,False,False,False,True
2004,2013.0,2017.0,689,2,215,3,56,1,3,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,179,False,False,False,False,False,False,True
2004,2013.0,2017.0,377,8,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,186,False,False,False,False,False,False,True
2004,2015.0,2017.0,288,4,1,3,75,2,4,2,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,166,False,False,False,False,False,False,True
2004,2014.0,2014.0,730,3,176,3,77,1,4,2,0,12,1,89,3.0,0,False,False,False,True,False,False,True,3,True,False,164,False,False,False,False,False,False,True
2004,2015.0,2017.0,492,5,163,2,58,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,24,True,False,False,False,False,False,True
2004,2014.0,2019.0,1099,4,1,3,75,1,4,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,26,True,False,False,False,False,False,True
2004,2015.0,2015.0,727,4,176,2,77,5,1,2,0,0,1,89,4.0,1,False,False,False,True,False,False,True,0,False,False,263,True,False,False,False,False,False,True
2004,2015.0,2018.0,1012,2,42,3,86,1,4,1,0,12,0,89,4.0,0,False,True,False,False,False,False,True,0,True,False,270,False,False,False,True,False,False,False
2004,2015.0,2015.0,1103,2,101,3,94,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,292,False,False,False,False,False,False,True
2009,2014.0,2019.0,286,2,200,1,38,1,4,1,0,9,0,70,4.0,0,False,False,False,True,False,False,True,0,False,False,271,True,False,False,False,False,False,True
2006,2015.0,2017.0,697,8,217,3,102,3,3,3,0,12,0,89,4.0,1,False,False,False,True,False,False,True,3,False,True,171,False,False,False,False,False,False,True
2010,2015.0,2017.0,659,1,216,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,272,True,False,False,False,False,False,True
2004,2014.0,2017.0,291,3,1,3,75,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,241,False,False,False,False,False,False,True
2004,2015.0,2016.0,1107,2,215,3,56,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,367,False,False,False,False,False,False,True
2014,2014.0,2019.0,1030,2,217,2,1,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,300,True,False,False,False,False,False,True
2004,2014.0,2014.0,352,3,30,2,1,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,13,True,False,False,False,False,False,True
2004,2015.0,2017.0,67,4,217,2,103,3,2,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,3,False,True,118,False,False,False,False,False,False,True
2004,2015.0,2020.0,591,3,217,3,11,1,4,2,0,12,1,71,4.0,1,False,False,False,True,False,False,True,0,True,False,275,False,False,False,False,False,False,True
2004,2015.0,2016.0,247,2,1,3,75,2,3,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,0,False,True,195,False,False,False,False,False,False,True
2004,2014.0,2014.0,1030,7,0,3,72,1,3,2,0,9,0,89,4.0,1,False,False,False,True,False,False,True,3,False,False,6,True,False,False,False,False,False,True
2004,2014.0,2014.0,91,4,1,3,75,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,215,False,False,False,False,False,False,True
2012,2015.0,2020.0,1016,1,93,3,103,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,238,False,False,False,False,False,False,True
2004,2015.0,2018.0,21,3,201,3,73,1,4,2,3,12,0,89,3.0,0,False,False,False,True,False,False,True,0,False,False,30,True,False,False,False,False,False,True
2004,2015.0,2020.0,673,3,159,3,1,2,4,2,0,12,1,89,4.0,1,False,False,False,True,False,False,True,4,False,False,135,True,False,False,False,False,False,True
2004,2013.0,2014.0,98,3,210,3,43,1,4,2,0,9,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,222,False,False,False,False,False,False,True
2004,2015.0,2018.0,563,1,33,3,1,1,4,1,0,12,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,96,False,False,False,False,False,False,True
2009,2015.0,2016.0,882,2,28,3,85,1,4,2,0,1,0,89,4.0,1,False,False,False,True,False,False,True,3,True,False,97,False,False,False,False,False,False,True
2004,2015.0,2017.0,1007,2,18,3,79,1,4,2,0,15,1,65,4.0,0,False,False,False,True,False,False,True,0,True,False,178,False,False,False,False,False,False,True
2004,2015.0,2018.0,887,1,217,3,1,2,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,42,False,False,False,False,False,False,True
2004,2015.0,2016.0,468,5,3,2,89,1,4,2,0,12,0,82,4.0,0,False,False,False,True,False,False,True,0,False,False,311,True,False,False,False,False,False,True
2004,2013.0,2017.0,242,2,88,3,59,1,3,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,359,False,False,False,False,False,False,True
2004,2015.0,2020.0,146,2,133,3,73,2,4,2,3,12,1,4,4.0,1,False,False,False,True,False,False,True,0,False,False,234,True,False,False,False,False,False,True
2004,2015.0,2016.0,594,11,133,2,77,3,2,2,0,9,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,337,True,False,False,False,False,False,True
2004,2015.0,2017.0,1019,10,1,3,75,1,4,2,0,15,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,59,True,False,False,False,False,False,True
2004,2014.0,2014.0,77,5,159,3,1,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,297,False,False,False,False,False,False,True
2005,2015.0,2017.0,595,3,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,144,False,False,False,False,False,False,True
2004,2015.0,2017.0,337,1,220,2,8,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,356,True,False,False,False,False,False,True
2004,2013.0,2017.0,931,4,206,3,103,1,4,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,358,True,False,False,False,False,False,True
2004,2014.0,2014.0,284,8,161,3,103,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,17,False,False,199,True,False,False,False,False,False,True
2004,2015.0,2017.0,125,3,30,3,1,2,3,2,0,15,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,219,True,False,False,False,False,False,True
2004,2013.0,2017.0,56,2,86,3,60,1,3,2,0,15,0,40,4.0,0,False,False,False,True,False,False,True,0,True,False,53,False,False,False,False,False,False,True
2004,2015.0,2016.0,1107,2,215,3,56,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,367,False,False,False,False,False,False,True
2004,2015.0,2016.0,644,11,3,2,89,4,4,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,308,True,False,False,False,False,False,True
2004,2013.0,2017.0,990,2,166,3,1,1,3,2,0,15,1,59,4.0,0,False,False,False,True,False,False,True,0,True,False,2,False,False,False,False,False,False,True
2004,2013.0,2017.0,143,2,1,3,75,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,33,False,False,False,False,False,False,True
2004,2013.0,2020.0,414,3,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,336,False,False,False,False,False,False,True
2004,2013.0,2017.0,83,5,133,3,77,1,3,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,194,True,False,False,False,False,False,True
2014,2014.0,2019.0,1125,2,66,2,79,1,4,1,0,3,0,1,4.0,0,False,False,False,True,True,False,False,0,False,False,271,True,False,False,False,False,False,True
2004,2015.0,2017.0,914,2,215,3,56,1,3,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,227,False,False,False,False,False,False,True
2004,2015.0,2020.0,891,2,217,2,1,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,59,True,False,False,False,False,False,True
2004,2015.0,2017.0,697,3,28,3,85,1,4,2,0,15,0,15,4.0,0,False,False,False,True,False,False,True,0,False,True,8,False,False,False,False,False,False,True
2004,2015.0,2020.0,1088,2,197,3,55,2,3,1,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,213,False,False,False,False,False,False,True
2004,2013.0,2017.0,1024,5,101,3,94,1,4,2,0,15,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,254,True,False,False,False,False,False,True
2004,2014.0,2017.0,20,3,33,3,1,1,4,2,0,15,1,76,4.0,0,False,False,False,True,False,False,True,3,True,False,4,False,False,False,False,False,False,True
2004,2015.0,2016.0,267,5,71,3,41,4,2,2,0,0,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,24,True,False,False,False,False,False,True
2004,2013.0,2017.0,208,5,133,3,73,1,4,2,3,15,0,4,4.0,0,False,False,False,True,False,False,True,0,False,False,323,True,False,False,False,False,False,True
2004,2015.0,2017.0,1068,1,40,2,79,4,1,2,0,15,0,2,,1,False,False,False,True,False,False,True,3,False,False,14,True,False,False,False,False,False,True
2004,2014.0,2015.0,205,3,28,3,85,1,4,2,0,3,0,15,4.0,0,False,False,False,True,False,False,True,0,False,True,4,False,False,False,False,False,False,True
2004,2014.0,2014.0,459,3,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,84,False,False,False,False,False,False,True
2004,2015.0,2017.0,1136,2,71,2,41,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,33,False,False,31,True,False,False,False,False,False,True
2004,2015.0,2017.0,1069,2,216,3,8,2,4,2,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,96,False,False,False,False,False,False,True
2004,2015.0,2017.0,975,3,101,2,35,1,4,2,0,15,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,288,True,False,False,False,False,False,True
2004,2015.0,2017.0,163,2,88,3,59,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,190,True,False,False,False,False,False,True
2004,2014.0,2015.0,282,6,22,3,12,4,3,3,0,0,0,89,,1,False,False,False,True,False,False,True,0,False,False,68,True,False,False,False,False,False,True
2004,2014.0,2015.0,58,9,1,3,75,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,150,False,False,False,False,False,False,True
2004,2015.0,2018.0,513,2,148,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,256,False,False,False,False,False,False,True
2004,2014.0,2017.0,582,2,113,3,19,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,108,True,False,False,False,False,False,True
2004,2015.0,2016.0,300,6,187,3,79,2,3,2,0,12,1,89,3.0,1,False,False,False,True,False,False,True,0,True,False,238,False,False,False,False,False,False,True
2004,2015.0,2020.0,891,2,217,2,1,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,165,True,False,False,False,False,False,True
2004,2014.0,2019.0,877,2,206,3,68,1,4,2,0,11,0,89,4.0,0,False,False,False,True,False,False,True,106,False,False,360,True,False,False,False,False,False,True
2004,2013.0,2014.0,990,5,166,3,1,3,2,2,0,13,0,89,4.0,1,False,False,False,True,False,False,True,3,True,False,109,False,False,False,False,False,False,True
2004,2015.0,2017.0,938,1,216,3,8,1,4,1,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,200,False,False,False,False,False,False,True
2008,2014.0,2015.0,534,2,68,3,103,1,4,1,0,12,0,89,4.0,0,False,False,False,True,False,False,True,172,False,False,189,True,False,False,False,False,False,True
2004,2014.0,2015.0,327,4,114,2,29,1,4,2,0,9,0,89,4.0,1,False,False,False,True,False,False,True,29,False,False,382,True,False,False,False,False,False,True
2004,2014.0,2014.0,889,6,206,3,103,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,377,False,False,False,False,False,False,True
2004,2015.0,2017.0,266,2,133,3,73,1,2,2,1,15,0,89,3.0,0,False,False,False,True,False,False,True,65,False,False,288,True,False,False,False,False,False,True
2004,2013.0,2017.0,835,8,14,2,14,1,4,2,2,15,0,89,4.0,0,False,True,False,False,False,False,True,0,False,False,167,True,False,False,True,False,False,False
2004,2015.0,2015.0,50,5,133,3,77,5,1,2,0,0,0,89,3.0,1,False,False,False,True,False,False,True,3,True,False,70,False,False,False,False,False,False,True
2015,2015.0,2020.0,440,2,186,2,105,1,4,1,0,3,0,89,4.0,0,False,False,False,True,True,False,False,0,True,False,210,False,False,False,False,False,False,True
2004,2013.0,2017.0,1024,7,61,3,14,1,4,2,2,15,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,157,True,False,False,False,False,False,True
2004,2014.0,2014.0,983,4,197,3,55,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,89,True,False,319,False,False,False,False,False,False,True
2004,2013.0,2016.0,330,1,220,3,8,1,4,2,0,11,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,155,True,False,False,False,False,False,True
2004,2014.0,2016.0,271,3,166,3,1,2,3,2,0,3,0,89,3.0,0,False,False,False,True,False,False,True,61,False,False,302,True,False,False,False,False,False,True
2004,2013.0,2017.0,1014,8,1,3,75,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,36,False,False,False,False,False,False,True
2004,2015.0,2016.0,176,8,1,3,75,3,2,3,0,13,1,89,3.0,1,False,True,False,False,False,False,True,130,True,False,54,False,False,True,False,False,False,False
2004,2014.0,2017.0,15,3,181,3,1,1,4,2,0,15,1,87,4.0,0,False,False,False,True,False,False,True,6,True,False,132,False,False,False,False,False,False,True
2004,2013.0,2018.0,195,2,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,231,False,False,False,False,False,False,True
2004,2014.0,2016.0,839,4,176,3,77,1,3,2,0,9,0,89,3.0,0,False,False,False,True,False,False,True,3,False,False,393,True,False,False,False,False,False,True
2004,2013.0,2017.0,875,3,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,222,False,False,False,False,False,False,True
2014,2014.0,2019.0,557,2,42,2,86,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,235,False,False,False,False,False,False,True
2004,2014.0,2015.0,155,7,1,3,75,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,163,False,False,False,False,False,False,True
2004,2015.0,2017.0,1133,1,20,2,100,2,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,250,True,False,False,False,False,False,True
2004,2014.0,2014.0,96,6,1,3,75,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,107,False,False,False,False,False,False,True
2004,2015.0,2016.0,753,4,1,3,75,2,4,2,0,12,0,89,3.0,1,False,False,False,True,False,False,True,3,True,False,204,False,False,False,False,False,False,True
2004,2014.0,2014.0,574,2,201,3,73,1,3,2,2,0,0,89,3.0,0,False,False,False,True,False,False,True,62,True,False,316,False,False,False,False,False,False,True
2004,2015.0,2017.0,235,6,176,3,77,2,3,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,210,True,False,False,False,False,False,True
2004,2015.0,2018.0,1085,2,216,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,39,False,False,False,False,False,False,True
2004,2013.0,2017.0,136,5,94,3,2,1,3,2,0,15,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,145,False,False,False,False,False,False,True
2004,2015.0,2025.0,903,3,113,3,19,2,3,2,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,227,False,False,False,False,False,False,True
2015,2015.0,2020.0,152,2,26,2,1,1,4,1,0,3,0,89,4.0,0,False,False,False,True,True,False,False,0,False,False,351,True,False,False,False,False,False,True
2004,2015.0,2017.0,726,1,133,2,90,2,3,2,0,15,1,89,3.0,1,False,False,False,True,False,False,True,0,False,False,282,True,False,False,False,False,False,True
2006,2015.0,2020.0,167,2,28,3,85,1,4,2,0,12,1,15,4.0,0,False,False,False,True,False,False,True,3,True,False,305,False,False,False,False,False,False,True
2004,2013.0,2017.0,50,8,133,3,77,1,3,2,0,15,0,89,4.0,1,False,False,False,True,False,False,True,5,True,False,70,False,False,False,False,False,False,True
2004,2015.0,2020.0,437,1,74,3,60,2,4,1,0,12,0,89,4.0,1,False,False,False,True,False,False,True,4,False,False,27,True,False,False,False,False,False,True
2004,2014.0,2017.0,315,1,143,3,27,2,3,2,0,15,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,385,True,False,False,False,False,False,True
2004,2015.0,2016.0,573,3,41,3,79,1,4,2,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,131,False,False,False,False,False,False,True
2004,2013.0,2019.0,733,4,200,3,38,1,4,2,0,3,0,89,4.0,1,False,False,False,True,False,False,True,3,False,False,51,True,False,False,False,False,False,True
2004,2015.0,2017.0,43,3,210,3,43,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,196,True,False,False,False,False,False,True
2008,2014.0,2014.0,184,2,156,3,86,1,4,1,0,12,0,18,4.0,0,False,False,False,True,False,False,True,0,False,False,137,True,False,False,False,False,False,True
2004,2014.0,2014.0,137,6,206,3,103,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,322,False,False,False,False,False,False,True
2004,2013.0,2017.0,253,5,179,3,86,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,67,True,False,295,False,False,False,False,False,False,True
2004,2015.0,2017.0,473,4,217,3,2,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,True,354,False,False,False,False,False,False,True
2004,2015.0,2017.0,489,2,1,3,75,1,4,2,0,15,1,89,4.0,0,False,True,False,False,False,False,True,4,True,False,394,False,False,True,False,False,False,False
2004,2014.0,2017.0,1027,1,155,3,67,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,385,True,False,False,False,False,False,True
2004,2013.0,2014.0,872,3,94,3,2,4,1,2,0,9,1,89,,1,False,False,False,True,False,False,True,0,True,False,9,False,False,False,False,False,False,True
2013,2013.0,2019.0,527,2,18,2,79,1,4,1,0,3,0,65,4.0,0,False,False,False,True,False,False,True,0,True,False,5,False,False,False,False,False,False,True
2004,2015.0,2017.0,337,1,83,2,1,2,3,2,0,15,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,176,True,False,False,False,False,False,True
2004,2015.0,2018.0,563,3,33,3,1,1,4,1,0,12,1,89,4.0,1,False,False,False,True,False,False,True,0,True,False,96,False,False,False,False,False,False,True
2004,2014.0,2014.0,989,9,20,3,100,1,3,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,156,True,False,False,False,False,False,True
2004,2014.0,2014.0,501,2,30,3,1,1,3,2,0,9,0,89,3.0,0,False,False,False,True,False,False,True,0,False,False,131,True,False,False,False,False,False,True
2004,2014.0,2014.0,1033,2,197,3,55,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,142,False,False,False,False,False,False,True
2004,2015.0,2017.0,674,3,52,3,5,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,135,True,False,False,False,False,False,True
2014,2014.0,2019.0,604,2,28,2,85,1,4,1,0,3,0,15,4.0,0,False,False,False,True,False,False,True,0,True,False,0,False,False,False,False,False,False,True
2004,2015.0,2017.0,264,5,5,2,3,2,3,2,0,15,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,24,True,False,False,False,False,False,True
2004,2015.0,2017.0,416,4,220,2,8,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,134,True,False,False,False,False,False,True
2004,2015.0,2016.0,176,8,1,3,75,3,2,3,0,13,1,89,3.0,1,False,True,False,False,False,False,True,140,True,False,54,False,False,True,False,False,False,False
2004,2014.0,2016.0,783,4,220,3,8,1,3,2,0,9,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,152,True,False,False,False,False,False,True
2004,2015.0,2017.0,659,2,216,3,8,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,False,False,56,True,False,False,False,False,False,True
2004,2015.0,2017.0,697,4,113,3,19,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,31,False,True,8,False,False,False,False,False,False,True
2004,2013.0,2017.0,895,2,201,3,73,1,4,1,3,15,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,309,True,False,False,False,False,False,True
2004,2015.0,2019.0,825,3,166,3,1,2,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,True,False,185,False,False,False,False,False,False,True
2004,2015.0,2018.0,47,7,14,3,14,1,4,2,3,12,0,35,4.0,1,False,False,False,True,False,False,True,0,False,False,355,True,False,False,False,False,False,True
2004,2014.0,2015.0,327,8,1,3,75,1,4,2,0,9,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,48,True,False,False,False,False,False,True
2004,2014.0,2014.0,476,5,1,3,75,1,4,2,0,12,1,89,3.0,0,False,False,False,True,False,False,True,15,True,False,327,False,False,False,False,False,False,True
2004,2015.0,2018.0,356,3,159,3,1,1,4,2,0,12,0,89,4.0,1,False,False,False,True,False,False,True,0,False,False,107,True,False,False,False,False,False,True
2004,2015.0,2015.0,917,5,14,3,14,2,3,2,1,15,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,324,False,False,False,False,False,False,True
2008,2015.0,2018.0,877,2,156,3,86,2,4,1,0,12,0,18,4.0,1,False,False,False,True,False,False,True,0,False,False,330,True,False,False,False,False,False,True
2004,2015.0,2016.0,466,5,30,3,1,2,3,2,0,13,0,89,3.0,1,False,False,False,True,False,False,True,3,False,False,351,True,False,False,False,False,False,True
2004,2015.0,2020.0,736,2,142,3,41,1,4,1,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,56,False,False,False,False,False,False,True
2004,2014.0,2014.0,615,2,21,3,11,1,3,2,0,9,0,89,3.0,0,False,False,False,True,False,False,True,3,False,False,124,True,False,False,False,False,False,True
2004,2013.0,2017.0,301,4,101,3,94,2,3,2,0,11,1,89,4.0,1,False,False,False,True,False,False,True,3,True,False,370,False,False,False,False,False,False,True
2004,2013.0,2017.0,990,2,166,3,1,1,3,2,0,15,1,59,4.0,0,False,False,False,True,False,False,True,0,True,False,205,False,False,False,False,False,False,True
2004,2015.0,2019.0,389,2,48,3,25,1,4,1,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,221,False,False,False,False,False,False,True
2004,2014.0,2014.0,315,3,133,3,73,1,3,2,3,9,0,4,3.0,0,False,False,False,True,False,False,True,11,False,False,385,True,False,False,False,False,False,True
2004,2014.0,2014.0,936,9,3,3,77,1,3,2,0,9,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,122,True,False,False,False,False,False,True
2004,2013.0,2017.0,908,6,1,3,75,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,188,False,False,False,False,False,False,True
2004,2013.0,2017.0,377,7,1,3,75,1,4,2,0,15,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,186,False,False,False,False,False,False,True
2014,2014.0,2020.0,414,2,160,2,75,1,4,1,0,3,0,84,4.0,0,False,False,False,True,False,False,True,0,True,False,184,False,False,False,False,False,False,True
2004,2015.0,2018.0,813,2,3,2,8,2,3,2,0,3,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,73,True,False,False,False,False,False,True
2004,2013.0,2017.0,786,4,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,64,False,False,False,False,False,False,True
2009,2014.0,2015.0,861,2,187,3,79,1,4,1,0,12,0,47,4.0,1,False,False,False,True,False,False,True,0,False,False,106,True,False,False,False,False,False,True
2004,2015.0,2016.0,1067,1,142,3,41,1,4,1,0,5,1,89,4.0,0,False,False,False,True,False,False,True,3,True,False,347,False,False,False,False,False,False,True
2004,2014.0,2014.0,995,2,30,3,1,1,4,2,0,12,1,89,4.0,0,False,False,False,True,False,False,True,0,True,False,390,False,False,False,False,False,False,True
2004,2013.0,2017.0,735,8,14,3,14,1,4,2,3,11,0,35,4.0,0,False,False,False,True,False,False,True,0,False,False,225,True,False,False,False,False,False,True
2004,2014.0,2017.0,1134,6,1,3,75,1,4,2,0,15,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,28,False,False,False,False,False,False,True
2004,2014.0,2015.0,1082,5,22,3,12,4,1,2,0,3,0,89,3.0,1,False,False,False,True,False,False,True,0,False,True,294,False,False,False,False,False,False,True
2014,2014.0,2020.0,604,2,74,2,60,1,4,1,0,3,0,89,4.0,0,False,False,False,True,False,False,True,0,True,False,329,False,False,False,False,False,False,True
2004,2015.0,2018.0,884,3,133,3,73,1,4,2,0,12,0,4,4.0,0,False,False,False,True,False,False,True,62,False,False,11,True,False,False,False,False,False,True
2004,2015.0,2016.0,448,4,133,3,73,1,4,2,2,12,1,4,4.0,0,False,False,False,True,False,False,True,3,True,False,374,False,False,False,False,False,False,True
2004,2014.0,2014.0,237,4,133,3,73,1,4,2,3,9,0,4,4.0,1,False,False,False,True,False,False,True,0,False,False,82,True,False,False,False,False,False,True
2014,2014.0,2020.0,414,2,160,2,75,1,4,1,0,3,0,84,4.0,0,False,False,False,True,False,False,True,0,True,False,184,False,False,False,False,False,False,True
2004,2015.0,2018.0,921,2,188,3,18,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,0,False,False,334,True,False,False,False,False,False,True
2006,2015.0,2016.0,891,2,217,2,41,1,4,1,0,12,0,89,4.0,0,False,False,False,True,False,False,True,3,False,False,165,True,False,False,False,False,False,True
2004,2014.0,2014.0,274,8,159,3,1,1,3,3,0,9,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,137,True,False,False,False,False,False,True
2014,2014.0,2020.0,414,2,160,2,75,1,4,1,0,3,0,84,4.0,0,False,False,False,True,False,False,True,0,True,False,184,False,False,False,False,False,False,True
2004,2015.0,2017.0,697,5,113,3,19,1,4,2,0,12,0,89,4.0,0,False,False,False,True,False,False,True,31,False,True,8,False,False,False,False,False,False,True
2004,2015.0,2020.0,234,2,188,3,18,2,4,2,0,12,0,89,3.0,1,False,False,False,True,False,False,True,0,False,False,234,True,False,False,False,False,False,True
